date,market,item,grade,unit,price,kg_unit,price_per_kg,source
2026-03-06,가락시장,사과 미시마,하,10 키로상자,27205,10.0,2720,https://www.garakprice.com/pum_detail.php
2026-03-09,가락시장,사과 미시마,상,10 키로상자,69997,10.0,7000,https://www.garakprice.com/pum_detail.php
2026-03-09,가락시장,사과 미시마,중,10 키로상자,47594,10.0,4759,https://www.garakprice.com/pum_detail.php
2026-03-09,가락시장,사과 미시마,특,10 키로상자,93910,10.0,9391,https://www.garakprice.com/pum_detail.php
2026-03-09,가락시장,사과 미시마,하,10 키로상자,26845,10.0,2684,https://www.garakprice.com/pum_detail.php
2026-03-10,가락시장,사과 미시마,상,10 키로상자,70179,10.0,7018,https://www.garakprice.com/pum_detail.php
2026-03-10,가락시장,사과 미시마,중,10 키로상자,44575,10.0,4458,https://www.garakprice.com/pum_detail.php
2026-03-10,가락시장,사과 미시마,특,10 키로상자,169636,10.0,16964,https://www.garakprice.com/pum_detail.php
2026-03-10,가락시장,사과 미시마,하,10 키로상자,23784,10.0,2378,https://www.garakprice.com/pum_detail.php
2026-03-11,가락시장,사과 미시마,상,10 키로상자,73838,10.0,7384,https://www.garakprice.com/pum_detail.php
2026-03-11,가락시장,사과 미시마,중,10 키로상자,48233,10.0,4823,https://www.garakprice.com/pum_detail.php
2026-03-11,가락시장,사과 미시마,특,10 키로상자,121917,10.0,12192,https://www.garakprice.com/pum_detail.php
2026-03-11,가락시장,사과 미시마,하,10 키로상자,24384,10.0,2438,https://www.garakprice.com/pum_detail.php
2026-03-12,가락시장,사과 미시마,상,10 키로상자,69334,10.0,6933,https://www.garakprice.com/pum_detail.php
2026-03-12,가락시장,사과 미시마,중,10 키로상자,46914,10.0,4691,https://www.garakprice.com/pum_detail.php
2026-03-12,가락시장,사과 미시마,특,10 키로상자,141249,10.0,14125,https://www.garakprice.com/pum_detail.php
2026-03-12,가락시장,사과 미시마,하,10 키로상자,20028,10.0,2003,https://www.garakprice.com/pum_detail.php
2026-03-13,가락시장,사과 미시마,상,10 키로상자,64568,10.0,6457,https://www.garakprice.com/pum_detail.php
2026-03-13,가락시장,사과 미시마,중,10 키로상자,38570,10.0,3857,https://www.garakprice.com/pum_detail.php
2026-03-13,가락시장,사과 미시마,특,10 키로상자,112906,10.0,11291,https://www.garakprice.com/pum_detail.php
2026-03-13,가락시장,사과 미시마,하,10 키로상자,15027,10.0,1503,https://www.garakprice.com/pum_detail.php
2026-03-14,가락시장,사과 미시마,상,10 키로상자,72500,10.0,7250,https://www.garakprice.com/pum_detail.php
2026-03-14,가락시장,사과 미시마,중,10 키로상자,22980,10.0,2298,https://www.garakprice.com/pum_detail.php
2026-03-14,가락시장,사과 미시마,특,10 키로상자,173409,10.0,17341,https://www.garakprice.com/pum_detail.php
2026-03-14,가락시장,사과 미시마,하,10 키로상자,13000,10.0,1300,https://www.garakprice.com/pum_detail.php
2026-03-16,가락시장,사과 미시마,상,10 키로상자,78993,10.0,7899,https://www.garakprice.com/pum_detail.php
2026-03-16,가락시장,사과 미시마,중,10 키로상자,52335,10.0,5234,https://www.garakprice.com/pum_detail.php
2026-03-16,가락시장,사과 미시마,특,10 키로상자,134333,10.0,13433,https://www.garakprice.com/pum_detail.php
2026-03-16,가락시장,사과 미시마,하,10 키로상자,21793,10.0,2179,https://www.garakprice.com/pum_detail.php
2026-03-17,가락시장,사과 미시마,상,10 키로상자,74315,10.0,7432,https://www.garakprice.com/pum_detail.php
2026-03-17,가락시장,사과 미시마,중,10 키로상자,48386,10.0,4839,https://www.garakprice.com/pum_detail.php
2026-03-17,가락시장,사과 미시마,특,10 키로상자,111615,10.0,11162,https://www.garakprice.com/pum_detail.php
2026-03-17,가락시장,사과 미시마,하,10 키로상자,19880,10.0,1988,https://www.garakprice.com/pum_detail.php
2026-03-18,가락시장,사과 미시마,상,10 키로상자,60660,10.0,6066,https://www.garakprice.com/pum_detail.php
2026-03-18,가락시장,사과 미시마,중,10 키로상자,41131,10.0,4113,https://www.garakprice.com/pum_detail.php
2026-03-18,가락시장,사과 미시마,특,10 키로상자,106024,10.0,10602,https://www.garakprice.com/pum_detail.php
2026-03-18,가락시장,사과 미시마,하,10 키로상자,22427,10.0,2243,https://www.garakprice.com/pum_detail.php
2026-03-19,가락시장,사과 미시마,상,10 키로상자,70172,10.0,7017,https://www.garakprice.com/pum_detail.php
2026-03-19,가락시장,사과 미시마,중,10 키로상자,51520,10.0,5152,https://www.garakprice.com/pum_detail.php
2026-03-19,가락시장,사과 미시마,특,10 키로상자,131552,10.0,13155,https://www.garakprice.com/pum_detail.php
2026-03-19,가락시장,사과 미시마,하,10 키로상자,31068,10.0,3107,https://www.garakprice.com/pum_detail.php
2026-03-20,가락시장,사과 미시마,상,10 키로상자,65600,10.0,6560,https://www.garakprice.com/pum_detail.php
2026-03-20,가락시장,사과 미시마,중,10 키로상자,46985,10.0,4698,https://www.garakprice.com/pum_detail.php
2026-03-20,가락시장,사과 미시마,특,10 키로상자,119271,10.0,11927,https://www.garakprice.com/pum_detail.php
2026-03-20,가락시장,사과 미시마,하,10 키로상자,27760,10.0,2776,https://www.garakprice.com/pum_detail.php
2026-03-21,가락시장,사과 미시마,상,10 키로상자,144750,10.0,14475,https://www.garakprice.com/pum_detail.php
2026-03-21,가락시장,사과 미시마,중,10 키로상자,79150,10.0,7915,https://www.garakprice.com/pum_detail.php
2026-03-21,가락시장,사과 미시마,특,10 키로상자,175000,10.0,17500,https://www.garakprice.com/pum_detail.php
2026-03-21,가락시장,사과 미시마,하,10 키로상자,47396,10.0,4740,https://www.garakprice.com/pum_detail.php
2026-03-23,가락시장,사과 미시마,상,10 키로상자,70480,10.0,7048,https://www.garakprice.com/pum_detail.php
2026-03-23,가락시장,사과 미시마,중,10 키로상자,45315,10.0,4532,https://www.garakprice.com/pum_detail.php
2026-03-23,가락시장,사과 미시마,특,10 키로상자,125830,10.0,12583,https://www.garakprice.com/pum_detail.php
2026-03-23,가락시장,사과 미시마,하,10 키로상자,22188,10.0,2219,https://www.garakprice.com/pum_detail.php
2026-03-24,가락시장,사과 미시마,상,10 키로상자,63448,10.0,6345,https://www.garakprice.com/pum_detail.php
2026-03-24,가락시장,사과 미시마,중,10 키로상자,43876,10.0,4388,https://www.garakprice.com/pum_detail.php
2026-03-24,가락시장,사과 미시마,특,10 키로상자,110655,10.0,11066,https://www.garakprice.com/pum_detail.php
2026-03-24,가락시장,사과 미시마,하,10 키로상자,23021,10.0,2302,https://www.garakprice.com/pum_detail.php
2026-03-25,가락시장,사과 미시마,상,10 키로상자,64589,10.0,6459,https://www.garakprice.com/pum_detail.php
2026-03-25,가락시장,사과 미시마,중,10 키로상자,43327,10.0,4333,https://www.garakprice.com/pum_detail.php
2026-03-25,가락시장,사과 미시마,특,10 키로상자,124531,10.0,12453,https://www.garakprice.com/pum_detail.php
2026-03-25,가락시장,사과 미시마,하,10 키로상자,25898,10.0,2590,https://www.garakprice.com/pum_detail.php
2026-03-26,가락시장,사과 미시마,상,10 키로상자,74262,10.0,7426,https://www.garakprice.com/pum_detail.php
2026-03-26,가락시장,사과 미시마,중,10 키로상자,44319,10.0,4432,https://www.garakprice.com/pum_detail.php
2026-03-26,가락시장,사과 미시마,특,10 키로상자,155032,10.0,15503,https://www.garakprice.com/pum_detail.php
2026-03-26,가락시장,사과 미시마,하,10 키로상자,20218,10.0,2022,https://www.garakprice.com/pum_detail.php
2026-03-27,가락시장,사과 미시마,상,10 키로상자,81945,10.0,8194,https://www.garakprice.com/pum_detail.php
2026-03-27,가락시장,사과 미시마,중,10 키로상자,50867,10.0,5087,https://www.garakprice.com/pum_detail.php
2026-03-27,가락시장,사과 미시마,특,10 키로상자,165000,10.0,16500,https://www.garakprice.com/pum_detail.php
2026-03-27,가락시장,사과 미시마,하,10 키로상자,30684,10.0,3068,https://www.garakprice.com/pum_detail.php
2026-03-28,가락시장,사과 미시마,상,10 키로상자,160216,10.0,16022,https://www.garakprice.com/pum_detail.php
2026-03-28,가락시장,사과 미시마,중,10 키로상자,73232,10.0,7323,https://www.garakprice.com/pum_detail.php
2026-03-28,가락시장,사과 미시마,특,10 키로상자,175000,10.0,17500,https://www.garakprice.com/pum_detail.php
2026-03-28,가락시장,사과 미시마,하,10 키로상자,38122,10.0,3812,https://www.garakprice.com/pum_detail.php
2026-03-30,가락시장,사과 미시마,상,10 키로상자,72485,10.0,7248,https://www.garakprice.com/pum_detail.php
2026-03-30,가락시장,사과 미시마,중,10 키로상자,49080,10.0,4908,https://www.garakprice.com/pum_detail.php
2026-03-30,가락시장,사과 미시마,특,10 키로상자,129696,10.0,12970,https://www.garakprice.com/pum_detail.php
2026-03-30,가락시장,사과 미시마,하,10 키로상자,30790,10.0,3079,https://www.garakprice.com/pum_detail.php
2026-03-31,가락시장,사과 미시마,상,10 키로상자,77910,10.0,7791,https://www.garakprice.com/pum_detail.php
2026-03-31,가락시장,사과 미시마,중,10 키로상자,49541,10.0,4954,https://www.garakprice.com/pum_detail.php
2026-03-31,가락시장,사과 미시마,특,10 키로상자,170885,10.0,17088,https://www.garakprice.com/pum_detail.php
2026-03-31,가락시장,사과 미시마,하,10 키로상자,30697,10.0,3070,https://www.garakprice.com/pum_detail.php
2026-04-01,가락시장,사과 미시마,상,10 키로상자,68181,10.0,6818,https://www.garakprice.com/pum_detail.php
2026-04-01,가락시장,사과 미시마,중,10 키로상자,50128,10.0,5013,https://www.garakprice.com/pum_detail.php
2026-04-01,가락시장,사과 미시마,특,10 키로상자,128064,10.0,12806,https://www.garakprice.com/pum_detail.php
2026-04-01,가락시장,사과 미시마,하,10 키로상자,30161,10.0,3016,https://www.garakprice.com/pum_detail.php
2026-04-02,가락시장,사과 미시마,상,10 키로상자,91560,10.0,9156,https://www.garakprice.com/pum_detail.php
2026-04-02,가락시장,사과 미시마,중,10 키로상자,63449,10.0,6345,https://www.garakprice.com/pum_detail.php
2026-04-02,가락시장,사과 미시마,특,10 키로상자,178710,10.0,17871,https://www.garakprice.com/pum_detail.php
2026-04-02,가락시장,사과 미시마,하,10 키로상자,33003,10.0,3300,https://www.garakprice.com/pum_detail.php
2026-04-03,가락시장,사과 미시마,상,10 키로상자,68846,10.0,6885,https://www.garakprice.com/pum_detail.php
2026-04-03,가락시장,사과 미시마,중,10 키로상자,41704,10.0,4170,https://www.garakprice.com/pum_detail.php
2026-04-03,가락시장,사과 미시마,특,10 키로상자,169712,10.0,16971,https://www.garakprice.com/pum_detail.php
2026-04-03,가락시장,사과 미시마,하,10 키로상자,23442,10.0,2344,https://www.garakprice.com/pum_detail.php
2026-04-06,가락시장,사과 미시마,상,10 키로상자,77218,10.0,7722,https://www.garakprice.com/pum_detail.php
2026-04-06,가락시장,사과 미시마,중,10 키로상자,52247,10.0,5225,https://www.garakprice.com/pum_detail.php
2026-04-06,가락시장,사과 미시마,특,10 키로상자,144337,10.0,14434,https://www.garakprice.com/pum_detail.php
2026-04-06,가락시장,사과 미시마,하,10 키로상자,24507,10.0,2451,https://www.garakprice.com/pum_detail.php
2026-04-07,가락시장,사과 미시마,상,10 키로상자,79949,10.0,7995,https://www.garakprice.com/pum_detail.php
2026-04-07,가락시장,사과 미시마,중,10 키로상자,49258,10.0,4926,https://www.garakprice.com/pum_detail.php
2026-04-07,가락시장,사과 미시마,특,10 키로상자,162659,10.0,16266,https://www.garakprice.com/pum_detail.php
2026-04-07,가락시장,사과 미시마,하,10 키로상자,22106,10.0,2211,https://www.garakprice.com/pum_detail.php
2026-04-08,가락시장,사과 미시마,상,10 키로상자,78933,10.0,7893,https://www.garakprice.com/pum_detail.php
2026-04-08,가락시장,사과 미시마,중,10 키로상자,58418,10.0,5842,https://www.garakprice.com/pum_detail.php
2026-04-08,가락시장,사과 미시마,특,10 키로상자,149674,10.0,14967,https://www.garakprice.com/pum_detail.php
2026-04-08,가락시장,사과 미시마,하,10 키로상자,38283,10.0,3828,https://www.garakprice.com/pum_detail.php
2026-04-09,가락시장,사과 미시마,상,10 키로상자,84308,10.0,8431,https://www.garakprice.com/pum_detail.php
2026-04-09,가락시장,사과 미시마,중,10 키로상자,47551,10.0,4755,https://www.garakprice.com/pum_detail.php
2026-04-09,가락시장,사과 미시마,특,10 키로상자,172789,10.0,17279,https://www.garakprice.com/pum_detail.php
2026-04-09,가락시장,사과 미시마,하,10 키로상자,19176,10.0,1918,https://www.garakprice.com/pum_detail.php
2026-04-10,가락시장,사과 미시마,상,10 키로상자,65254,10.0,6525,https://www.garakprice.com/pum_detail.php
2026-04-10,가락시장,사과 미시마,중,10 키로상자,51718,10.0,5172,https://www.garakprice.com/pum_detail.php
2026-04-10,가락시장,사과 미시마,특,10 키로상자,150290,10.0,15029,https://www.garakprice.com/pum_detail.php
2026-04-10,가락시장,사과 미시마,하,10 키로상자,20598,10.0,2060,https://www.garakprice.com/pum_detail.php
2026-04-11,가락시장,사과 미시마,상,10 키로상자,65254,10.0,6525,https://www.garakprice.com/pum_detail.php
2026-04-11,가락시장,사과 미시마,중,10 키로상자,51718,10.0,5172,https://www.garakprice.com/pum_detail.php
2026-04-11,가락시장,사과 미시마,특,10 키로상자,150290,10.0,15029,https://www.garakprice.com/pum_detail.php
2026-04-11,가락시장,사과 미시마,하,10 키로상자,20598,10.0,2060,https://www.garakprice.com/pum_detail.php
2026-04-13,가락시장,사과 미시마,상,10 키로상자,68844,10.0,6884,https://www.garakprice.com/pum_detail.php
2026-04-13,가락시장,사과 미시마,중,10 키로상자,43602,10.0,4360,https://www.garakprice.com/pum_detail.php
2026-04-13,가락시장,사과 미시마,특,10 키로상자,135077,10.0,13508,https://www.garakprice.com/pum_detail.php
2026-04-13,가락시장,사과 미시마,하,10 키로상자,19715,10.0,1972,https://www.garakprice.com/pum_detail.php
2026-04-14,가락시장,사과 미시마,상,10 키로상자,69359,10.0,6936,https://www.garakprice.com/pum_detail.php
2026-04-14,가락시장,사과 미시마,중,10 키로상자,34571,10.0,3457,https://www.garakprice.com/pum_detail.php
2026-04-14,가락시장,사과 미시마,특,10 키로상자,174209,10.0,17421,https://www.garakprice.com/pum_detail.php
2026-04-14,가락시장,사과 미시마,하,10 키로상자,10717,10.0,1072,https://www.garakprice.com/pum_detail.php
2026-04-15,가락시장,사과 미시마,상,10 키로상자,72317,10.0,7232,https://www.garakprice.com/pum_detail.php
2026-04-15,가락시장,사과 미시마,중,10 키로상자,47409,10.0,4741,https://www.garakprice.com/pum_detail.php
2026-04-15,가락시장,사과 미시마,특,10 키로상자,127060,10.0,12706,https://www.garakprice.com/pum_detail.php
2026-04-15,가락시장,사과 미시마,하,10 키로상자,17084,10.0,1708,https://www.garakprice.com/pum_detail.php
2026-04-16,가락시장,사과 미시마,상,10 키로상자,64842,10.0,6484,https://www.garakprice.com/pum_detail.php
2026-04-16,가락시장,사과 미시마,중,10 키로상자,39146,10.0,3915,https://www.garakprice.com/pum_detail.php
2026-04-16,가락시장,사과 미시마,특,10 키로상자,154544,10.0,15454,https://www.garakprice.com/pum_detail.php
2026-04-16,가락시장,사과 미시마,하,10 키로상자,23171,10.0,2317,https://www.garakprice.com/pum_detail.php
2026-04-17,가락시장,사과 미시마,상,10 키로상자,68631,10.0,6863,https://www.garakprice.com/pum_detail.php
2026-04-17,가락시장,사과 미시마,중,10 키로상자,47183,10.0,4718,https://www.garakprice.com/pum_detail.php
2026-04-17,가락시장,사과 미시마,특,10 키로상자,127550,10.0,12755,https://www.garakprice.com/pum_detail.php
2026-04-17,가락시장,사과 미시마,하,10 키로상자,28594,10.0,2859,https://www.garakprice.com/pum_detail.php
2026-04-18,가락시장,사과 미시마,상,10 키로상자,68543,10.0,6854,https://www.garakprice.com/pum_detail.php
2026-04-18,가락시장,사과 미시마,중,10 키로상자,47435,10.0,4744,https://www.garakprice.com/pum_detail.php
2026-04-18,가락시장,사과 미시마,특,10 키로상자,127115,10.0,12712,https://www.garakprice.com/pum_detail.php
2026-04-18,가락시장,사과 미시마,하,10 키로상자,28694,10.0,2869,https://www.garakprice.com/pum_detail.php
2026-04-20,가락시장,사과 미시마,상,10 키로상자,72017,10.0,7202,https://www.garakprice.com/pum_detail.php
2026-04-20,가락시장,사과 미시마,중,10 키로상자,44010,10.0,4401,https://www.garakprice.com/pum_detail.php
2026-04-20,가락시장,사과 미시마,특,10 키로상자,142927,10.0,14293,https://www.garakprice.com/pum_detail.php
2026-04-20,가락시장,사과 미시마,하,10 키로상자,26304,10.0,2630,https://www.garakprice.com/pum_detail.php
2026-04-21,가락시장,사과 미시마,상,10 키로상자,64944,10.0,6494,https://www.garakprice.com/pum_detail.php
2026-04-21,가락시장,사과 미시마,중,10 키로상자,40040,10.0,4004,https://www.garakprice.com/pum_detail.php
2026-04-21,가락시장,사과 미시마,특,10 키로상자,142783,10.0,14278,https://www.garakprice.com/pum_detail.php
2026-04-21,가락시장,사과 미시마,하,10 키로상자,22539,10.0,2254,https://www.garakprice.com/pum_detail.php
2026-04-22,가락시장,사과 미시마,상,10 키로상자,70999,10.0,7100,https://www.garakprice.com/pum_detail.php
2026-04-22,가락시장,사과 미시마,중,10 키로상자,47415,10.0,4742,https://www.garakprice.com/pum_detail.php
2026-04-22,가락시장,사과 미시마,특,10 키로상자,138010,10.0,13801,https://www.garakprice.com/pum_detail.php
2026-04-22,가락시장,사과 미시마,하,10 키로상자,25061,10.0,2506,https://www.garakprice.com/pum_detail.php
2026-04-23,가락시장,사과 미시마,상,10 키로상자,78132,10.0,7813,https://www.garakprice.com/pum_detail.php
2026-04-23,가락시장,사과 미시마,중,10 키로상자,48495,10.0,4850,https://www.garakprice.com/pum_detail.php
2026-04-23,가락시장,사과 미시마,특,10 키로상자,151854,10.0,15185,https://www.garakprice.com/pum_detail.php
2026-04-23,가락시장,사과 미시마,하,10 키로상자,27765,10.0,2776,https://www.garakprice.com/pum_detail.php
2026-04-24,가락시장,사과 미시마,상,10 키로상자,49148,10.0,4915,https://www.garakprice.com/pum_detail.php
2026-04-24,가락시장,사과 미시마,중,10 키로상자,37453,10.0,3745,https://www.garakprice.com/pum_detail.php
2026-04-24,가락시장,사과 미시마,특,10 키로상자,123372,10.0,12337,https://www.garakprice.com/pum_detail.php
2026-04-24,가락시장,사과 미시마,하,10 키로상자,24306,10.0,2431,https://www.garakprice.com/pum_detail.php
2026-04-25,가락시장,사과 미시마,상,10 키로상자,49148,10.0,4915,https://www.garakprice.com/pum_detail.php
2026-04-25,가락시장,사과 미시마,중,10 키로상자,37453,10.0,3745,https://www.garakprice.com/pum_detail.php
2026-04-25,가락시장,사과 미시마,특,10 키로상자,123372,10.0,12337,https://www.garakprice.com/pum_detail.php
2026-04-25,가락시장,사과 미시마,하,10 키로상자,24306,10.0,2431,https://www.garakprice.com/pum_detail.php
2026-04-27,가락시장,사과 미시마,상,10 키로상자,83888,10.0,8389,https://www.garakprice.com/pum_detail.php
2026-04-27,가락시장,사과 미시마,중,10 키로상자,48687,10.0,4869,https://www.garakprice.com/pum_detail.php
2026-04-27,가락시장,사과 미시마,특,10 키로상자,140082,10.0,14008,https://www.garakprice.com/pum_detail.php
2026-04-27,가락시장,사과 미시마,하,10 키로상자,22728,10.0,2273,https://www.garakprice.com/pum_detail.php
2026-04-28,가락시장,사과 미시마,상,10 키로상자,72245,10.0,7224,https://www.garakprice.com/pum_detail.php
2026-04-28,가락시장,사과 미시마,중,10 키로상자,40011,10.0,4001,https://www.garakprice.com/pum_detail.php
2026-04-28,가락시장,사과 미시마,특,10 키로상자,131186,10.0,13119,https://www.garakprice.com/pum_detail.php
2026-04-28,가락시장,사과 미시마,하,10 키로상자,20401,10.0,2040,https://www.garakprice.com/pum_detail.php
2026-04-29,가락시장,사과 미시마,상,10 키로상자,77709,10.0,7771,https://www.garakprice.com/pum_detail.php
2026-04-29,가락시장,사과 미시마,중,10 키로상자,53082,10.0,5308,https://www.garakprice.com/pum_detail.php
2026-04-29,가락시장,사과 미시마,특,10 키로상자,141040,10.0,14104,https://www.garakprice.com/pum_detail.php
2026-04-29,가락시장,사과 미시마,하,10 키로상자,28210,10.0,2821,https://www.garakprice.com/pum_detail.php
2026-04-30,가락시장,사과 미시마,상,10 키로상자,87463,10.0,8746,https://www.garakprice.com/pum_detail.php
2026-04-30,가락시장,사과 미시마,중,10 키로상자,50552,10.0,5055,https://www.garakprice.com/pum_detail.php
2026-04-30,가락시장,사과 미시마,특,10 키로상자,176878,10.0,17688,https://www.garakprice.com/pum_detail.php
2026-04-30,가락시장,사과 미시마,하,10 키로상자,23745,10.0,2374,https://www.garakprice.com/pum_detail.php
2026-05-01,가락시장,사과 미시마,상,10 키로상자,72028,10.0,7203,https://www.garakprice.com/pum_detail.php
2026-05-01,가락시장,사과 미시마,중,10 키로상자,47470,10.0,4747,https://www.garakprice.com/pum_detail.php
2026-05-01,가락시장,사과 미시마,특,10 키로상자,125852,10.0,12585,https://www.garakprice.com/pum_detail.php
2026-05-01,가락시장,사과 미시마,하,10 키로상자,28233,10.0,2823,https://www.garakprice.com/pum_detail.php
2026-05-02,가락시장,사과 미시마,상,10 키로상자,72028,10.0,7203,https://www.garakprice.com/pum_detail.php
2026-05-02,가락시장,사과 미시마,중,10 키로상자,47470,10.0,4747,https://www.garakprice.com/pum_detail.php
2026-05-02,가락시장,사과 미시마,특,10 키로상자,125852,10.0,12585,https://www.garakprice.com/pum_detail.php
2026-05-02,가락시장,사과 미시마,하,10 키로상자,28233,10.0,2823,https://www.garakprice.com/pum_detail.php
2026-05-04,가락시장,사과 미시마,상,10 키로상자,75852,10.0,7585,https://www.garakprice.com/pum_detail.php
2026-05-04,가락시장,사과 미시마,중,10 키로상자,51122,10.0,5112,https://www.garakprice.com/pum_detail.php
2026-05-04,가락시장,사과 미시마,특,10 키로상자,121743,10.0,12174,https://www.garakprice.com/pum_detail.php
2026-05-04,가락시장,사과 미시마,하,10 키로상자,27649,10.0,2765,https://www.garakprice.com/pum_detail.php
2026-05-05,가락시장,사과 미시마,상,10 키로상자,52108,10.0,5211,https://www.garakprice.com/pum_detail.php
2026-05-05,가락시장,사과 미시마,중,10 키로상자,31597,10.0,3160,https://www.garakprice.com/pum_detail.php
2026-05-05,가락시장,사과 미시마,특,10 키로상자,171735,10.0,17174,https://www.garakprice.com/pum_detail.php
2026-05-05,가락시장,사과 미시마,하,10 키로상자,13169,10.0,1317,https://www.garakprice.com/pum_detail.php
2026-05-06,가락시장,사과 미시마,상,10 키로상자,74703,10.0,7470,https://www.garakprice.com/pum_detail.php
2026-05-06,가락시장,사과 미시마,중,10 키로상자,43707,10.0,4371,https://www.garakprice.com/pum_detail.php
2026-05-06,가락시장,사과 미시마,특,10 키로상자,159738,10.0,15974,https://www.garakprice.com/pum_detail.php
2026-05-06,가락시장,사과 미시마,하,10 키로상자,24109,10.0,2411,https://www.garakprice.com/pum_detail.php
2026-05-07,가락시장,사과 미시마,상,10 키로상자,77884,10.0,7788,https://www.garakprice.com/pum_detail.php
2026-05-07,가락시장,사과 미시마,중,10 키로상자,45320,10.0,4532,https://www.garakprice.com/pum_detail.php
2026-05-07,가락시장,사과 미시마,특,10 키로상자,179563,10.0,17956,https://www.garakprice.com/pum_detail.php
2026-05-07,가락시장,사과 미시마,하,10 키로상자,25116,10.0,2512,https://www.garakprice.com/pum_detail.php
2026-05-08,가락시장,사과 미시마,상,10 키로상자,56711,10.0,5671,https://www.garakprice.com/pum_detail.php
2026-05-08,가락시장,사과 미시마,중,10 키로상자,36618,10.0,3662,https://www.garakprice.com/pum_detail.php
2026-05-08,가락시장,사과 미시마,특,10 키로상자,82784,10.0,8278,https://www.garakprice.com/pum_detail.php
2026-05-08,가락시장,사과 미시마,하,10 키로상자,17354,10.0,1735,https://www.garakprice.com/pum_detail.php
2026-05-09,가락시장,사과 미시마,상,10 키로상자,59024,10.0,5902,https://www.garakprice.com/pum_detail.php
2026-05-09,가락시장,사과 미시마,중,10 키로상자,37141,10.0,3714,https://www.garakprice.com/pum_detail.php
2026-05-09,가락시장,사과 미시마,특,10 키로상자,114242,10.0,11424,https://www.garakprice.com/pum_detail.php
2026-05-09,가락시장,사과 미시마,하,10 키로상자,17510,10.0,1751,https://www.garakprice.com/pum_detail.php
2026-05-11,가락시장,사과 미시마,상,10 키로상자,84436,10.0,8444,https://www.garakprice.com/pum_detail.php
2026-05-11,가락시장,사과 미시마,중,10 키로상자,54088,10.0,5409,https://www.garakprice.com/pum_detail.php
2026-05-11,가락시장,사과 미시마,특,10 키로상자,170480,10.0,17048,https://www.garakprice.com/pum_detail.php
2026-05-11,가락시장,사과 미시마,하,10 키로상자,35186,10.0,3519,https://www.garakprice.com/pum_detail.php
2026-05-12,가락시장,사과 미시마,상,10 키로상자,121612,10.0,12161,https://www.garakprice.com/pum_detail.php
2026-05-12,가락시장,사과 미시마,중,10 키로상자,49427,10.0,4943,https://www.garakprice.com/pum_detail.php
2026-05-12,가락시장,사과 미시마,특,10 키로상자,206788,10.0,20679,https://www.garakprice.com/pum_detail.php
2026-05-12,가락시장,사과 미시마,하,10 키로상자,21135,10.0,2114,https://www.garakprice.com/pum_detail.php
2026-05-13,가락시장,사과 미시마,상,10 키로상자,70984,10.0,7098,https://www.garakprice.com/pum_detail.php
2026-05-13,가락시장,사과 미시마,중,10 키로상자,42036,10.0,4204,https://www.garakprice.com/pum_detail.php
2026-05-13,가락시장,사과 미시마,특,10 키로상자,133182,10.0,13318,https://www.garakprice.com/pum_detail.php
2026-05-13,가락시장,사과 미시마,하,10 키로상자,24061,10.0,2406,https://www.garakprice.com/pum_detail.php
2026-05-14,가락시장,사과 미시마,상,10 키로상자,72995,10.0,7300,https://www.garakprice.com/pum_detail.php
2026-05-14,가락시장,사과 미시마,중,10 키로상자,41773,10.0,4177,https://www.garakprice.com/pum_detail.php
2026-05-14,가락시장,사과 미시마,특,10 키로상자,131190,10.0,13119,https://www.garakprice.com/pum_detail.php
2026-05-14,가락시장,사과 미시마,하,10 키로상자,21401,10.0,2140,https://www.garakprice.com/pum_detail.php
2026-05-15,가락시장,사과 미시마,상,10 키로상자,52637,10.0,5264,https://www.garakprice.com/pum_detail.php
2026-05-15,가락시장,사과 미시마,중,10 키로상자,39545,10.0,3954,https://www.garakprice.com/pum_detail.php
2026-05-15,가락시장,사과 미시마,특,10 키로상자,68363,10.0,6836,https://www.garakprice.com/pum_detail.php
2026-05-15,가락시장,사과 미시마,하,10 키로상자,23142,10.0,2314,https://www.garakprice.com/pum_detail.php
2026-05-16,가락시장,사과 미시마,상,10 키로상자,53080,10.0,5308,https://www.garakprice.com/pum_detail.php
2026-05-16,가락시장,사과 미시마,중,10 키로상자,40031,10.0,4003,https://www.garakprice.com/pum_detail.php
2026-05-16,가락시장,사과 미시마,특,10 키로상자,68329,10.0,6833,https://www.garakprice.com/pum_detail.php
2026-05-16,가락시장,사과 미시마,하,10 키로상자,23275,10.0,2328,https://www.garakprice.com/pum_detail.php
2026-05-18,가락시장,사과 미시마,상,10 키로상자,84969,10.0,8497,https://www.garakprice.com/pum_detail.php
2026-05-18,가락시장,사과 미시마,중,10 키로상자,47445,10.0,4744,https://www.garakprice.com/pum_detail.php
2026-05-18,가락시장,사과 미시마,특,10 키로상자,155189,10.0,15519,https://www.garakprice.com/pum_detail.php
2026-05-18,가락시장,사과 미시마,하,10 키로상자,26522,10.0,2652,https://www.garakprice.com/pum_detail.php
2026-05-19,가락시장,사과 미시마,상,10 키로상자,76515,10.0,7652,https://www.garakprice.com/pum_detail.php
2026-05-19,가락시장,사과 미시마,중,10 키로상자,42639,10.0,4264,https://www.garakprice.com/pum_detail.php
2026-05-19,가락시장,사과 미시마,특,10 키로상자,156244,10.0,15624,https://www.garakprice.com/pum_detail.php
2026-05-19,가락시장,사과 미시마,하,10 키로상자,20306,10.0,2031,https://www.garakprice.com/pum_detail.php
